initials	subj	item	cond	question	response
M A F	49	19	c	ماهرخ مسکن در پاریس گزید	1
M A F	49	20	c	مار نیش به من زد	1
M A F	49	21	c	من خار در جمع شدم	1
M A F	49	22	c	خواهرم عکس را قاب با سلیقه کرد	1
M A F	49	23	c	نادر پاکت را قیچی با احتیاط کرد	1
M A F	49	24	c	سر تیر تا پایش می کشید	1
M A F	49	25	c	نجار قفسه را تراش با دقت داد	1
M A F	49	26	c	رویا آتش از عصبانیت گرفت	1
M A F	49	27	c	امیرعلی درآمدش را دود با هروئین کرد	1
M A F	49	28	c	شادی موج در چشمهایش می زد	1
M A F	49	29	c	پلیس راهم را سد با ماشین کرد	1
M A F	49	30	c	مجری تپق در برنامه زد	1
M A F	49	31	c	مرتضی ماشینش را پارک جلوی در کرد	1
M A F	49	32	c	غذای دیروز مزه به من داد	4
M A F	49	33	c	خاطره ای نقش در ذهنم بست	1
M A F	49	34	c	من چمدان را وزن با ترازو کردم	3
M A F	49	35	c	کبوتر تخم در لانه گذاشت	3
M A F	49	36	c	پونه سرما زیر باران خورد	1
M A F	49	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
M A F	49	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
M A F	49	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
M A F	49	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
M A F	49	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	6
M A F	49	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
M A F	49	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
M A F	49	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
M A F	49	9	filler	من دیروز با شریکم قرار گذاشتم	7
M A F	49	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
M A F	49	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
M A F	49	12	filler	نظم این خانه قابل احترام است	7
M A F	49	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
M A F	49	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
M A F	49	15	filler	سیامک روزبه را بخشید	7
M A F	49	16	filler	پدرِ کیوان ورشکست شد	7
M A F	49	17	filler	معلم حسابی تشویقم کرد	7
M A F	49	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
M A F	49	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
M A F	49	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
M A F	49	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	6
M A F	49	22	filler	من دیشب به خانه دوستانم را دعوت کردم	5
M A F	49	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
M A F	49	24	filler	نوید تصمیم گرفت برود به سربازی	5
M A F	49	25	filler	خواب عمیقی دیشب کردم	5
M A F	49	26	filler	من دیروز نخریدم هیچ لباسی	3
M A F	49	27	filler	دیروز نتوانست داوود سر کار برود	1
M A F	49	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	5
M A F	49	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	3
M A F	49	30	filler	به رستورانِ همیشگی رفتم من	2
M A F	49	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	1
M A F	49	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	1
M A F	49	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	6
M A F	49	34	filler	پشتکار خوبی مهرداد دارد	2
M A F	49	35	filler	من تماس با دوستم در لندن گرفتم	2
M A F	49	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	1
M A F	49	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	1
M A F	49	38	filler	دیروز غذا مادرم نپخته بود	1
M A F	49	39	filler	تمامِ روز را میلاد رانندگی کرد	5
M A F	49	40	filler	من زود دیروز به خانه برگشتم	4
M A F	49	41	filler	بیژن رادیو اهلِ نیست	1
M A F	49	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	3
M A F	49	43	filler	فرید از کار پشیمان خود نبود	1
M A F	49	44	filler	با دیروز دوستانم به رستوران رفتم	1
M A F	49	45	filler	محمود خرید مسئول خواروبار بود	1
M A F	49	46	filler	شیما گم زمان را کرده بود	2
M A F	49	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
M A F	49	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
M A F	49	49	filler	دیشب زیاد اشتها آزاده نداشت	1
M A F	49	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
M A F	49	51	filler	چشم‏های قرمز فریبا شده بود	1
M A F	49	52	filler	متوجه هانیه اشتباهش شد	1
M A F	49	53	filler	ابراهیم همان را ادامه کار قدیمی داد	2
M A F	49	54	filler	فهیمه سر دو هفته پیش کار نرفت	2
M A F	49	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
M A F	49	56	filler	برای من اصلا برادرم اهمیت ندارم	6
M A F	49	57	filler	من مشکل آدم ‏پسندی هستم	1
M A F	49	58	filler	پدر کیوان محکمی مرد ‏است	1
M A F	49	59	filler	برگشتنم عجیب برای همه بود	1
M A F	49	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
A M J	50	1	a	رئیسم مرا اخراج از کار کرد	2
A M J	50	2	a	همکارم نامه ای ارسال به من کرد	2
A M J	50	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	1
A M J	50	4	a	دوستم در مورد این خبر اطلاع به من داد	6
A M J	50	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	1
A M J	50	6	a	دانشمندان موادی استخراج از نفت کردند	1
A M J	50	7	a	رستوران جدیدی افتتاح در محل شد	3
A M J	50	8	a	دخترم کار خود را آغاز در شرکت کرد	1
A M J	50	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	1
A M J	50	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	1
A M J	50	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	1
A M J	50	12	a	همسرم دائم نظرش را تحمیل به من می کرد	2
A M J	50	13	a	مشاور آینده روشنی را ترسیم برای من کرد	1
A M J	50	14	a	شریکم سود شرکت را تقسیم با من کرد	3
A M J	50	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	1
A M J	50	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	1
A M J	50	17	a	او در مراسم ظاهر با اعتماد به نفس شد	1
A M J	50	18	a	مجلس قانونی تصویب برای خانواده کرد	2
A M J	50	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	1
A M J	50	20	a	آوا فرزندش را ترجیح به مادرش داد	1
A M J	50	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	7
A M J	50	22	a	هنگامه پولی واریز برای من کرد	3
A M J	50	23	a	من دیروز عیادت از خاله ام کردم	5
A M J	50	24	a	پسرخاله ام اعزام به سربازی شد	5
A M J	50	25	a	مادر سمیه حسابی تدارک برای مراسم دید	2
A M J	50	26	a	مداح آیه ای قرائت از قرآن کرد	1
A M J	50	27	a	پدر کودکش را حفاظت از خطر کرد	5
A M J	50	28	a	معلم نکات آموزنده ای تدریس به من کرد	1
A M J	50	29	a	سعید تصمیم گرفت اقامت در ایران کند	1
A M J	50	30	a	پلیس ناآرامی ها را سرکوب به راحتی کرد	1
A M J	50	31	a	سیما نگهداری از مادرش می کرد	1
A M J	50	32	a	پدربزرگم بعد از سالها همچنان عداوت با برادرش می کرد	3
A M J	50	33	a	دانش آموزان آن را در آزمایشگاه تجزیه به موادش کردند	2
A M J	50	34	a	شاهین به کمک پدرش تحصیل در آمریکا کرد	1
A M J	50	35	a	مدیر جدید قوانینی اعمال در سازمان کرد	1
A M J	50	36	a	دشمن شهر را نابود با بی رحمی کرد	1
A M J	50	1	b	مریم آرزویی برای من کرد	7
A M J	50	2	b	علی آهنگی برای من زد	7
A M J	50	3	b	مادرم دعایی برای من کرد	7
A M J	50	4	b	حمید تقاضایی از مینا کرد	7
A M J	50	5	b	حسن شکایتی از همسایه اش کرد	7
A M J	50	6	b	خبرنگار برداشتی از حرفهای من کرد	7
A M J	50	7	b	سپیده تحلیلی از مقاله کرد	7
A M J	50	8	b	سارا انتظاری از من داشت	7
A M J	50	9	b	همکارم سهمی از شرکت برد	7
A M J	50	10	b	من خواهشی از مهسا کردم	7
A M J	50	11	b	الهام عطری به لباسش زد	7
A M J	50	12	b	محسن اتهامی به من زد	7
A M J	50	13	b	رضا لبخندی به من زد	7
A M J	50	14	b	مژگان تهمتی به من زد	7
A M J	50	15	b	همسرم ضربه ای به من زد	7
A M J	50	16	b	فرزاد حرفی به من زد	7
A M J	50	17	b	معلم توصیه ای به من کرد	7
A M J	50	18	b	کوروش نصیحتی به من کرد	7
A M J	50	19	b	شبنم پیشنهادی به من داد	7
A M J	50	20	b	بهنام راهنمایی به من کرد	5
A M J	50	21	b	همسایه ام تذکری به من داد	7
A M J	50	22	b	نیما سفارشی به من کرد	7
A M J	50	23	b	آدم رباها هشداری به من دادند	7
A M J	50	24	b	فرهاد قولی به من داد	7
A M J	50	25	b	میترا دروغی به من گفت	7
A M J	50	26	b	نیلوفر پیشرفتی در مدرسه کرد	7
A M J	50	27	b	مجید لطفی به من کرد	7
A M J	50	28	b	استاد صحبتی با شاگردش کرد	7
A M J	50	29	b	سینا قراری با ندا گذاشت	7
A M J	50	30	b	من حدسی در مورد ستاره زدم	7
A M J	50	31	b	پژمان قضاوتی در مورد من کرد	6
A M J	50	32	b	کاوه حسی در مورد پریسا کرد	1
A M J	50	33	b	حامد استدلالی در مورد مسئله کرد	7
A M J	50	34	b	حسین اشتباهی در مورد همسرش کرد	7
A M J	50	35	b	نازنین تصمیمی در مورد خودش گرفت	7
A M J	50	36	b	مهدی اعتراضی در دادگاه کرد	7
A M J	50	1	c	گلناز اتو به لباسش زد	3
A M J	50	2	c	شهره اتومبیل با دوستش راند	1
A M J	50	3	c	علیرضا اشک برای مادرش می ریخت	4
A M J	50	4	c	رئیس امضا برای من کرد	1
A M J	50	5	c	نرگس آب از خجالت شد	1
A M J	50	6	c	لاستیک باد از حرارت کرد	1
A M J	50	7	c	کارگر صیقل به شیشه داد	6
A M J	50	8	c	"8.	بازیگر گل در سینما کرد"	1
A M J	50	9	c	راحله گوش به حرفم داد	7
A M J	50	10	c	گوشهایم یخ در سرما بست	1
A M J	50	11	c	نوشین زمین با زانو خورد	1
A M J	50	12	c	همسایه ام در با عجله زد	5
A M J	50	13	c	لباس ها برق از تمیزی می زد	3
A M J	50	14	c	مغازه دار تلمبه به دوچرخه زد	1
A M J	50	15	c	اتفاقی رخ برای من داد	1
A M J	50	16	c	فرشید شاخ از تعجب درآورد	1
A M J	50	17	c	درخت سیب شکوفه در باغ داد	1
A M J	50	18	c	دهانم قفل از ترس شد	1
A M J	50	19	c	ماهرخ مسکن در پاریس گزید	2
A M J	50	20	c	مار نیش به من زد	1
A M J	50	21	c	من خار در جمع شدم	1
A M J	50	22	c	خواهرم عکس را قاب با سلیقه کرد	1
A M J	50	23	c	نادر پاکت را قیچی با احتیاط کرد	5
A M J	50	24	c	سر تیر تا پایش می کشید	1
A M J	50	25	c	نجار قفسه را تراش با دقت داد	1
A M J	50	26	c	رویا آتش از عصبانیت گرفت	1
A M J	50	27	c	امیرعلی درآمدش را دود با هروئین کرد	1
A M J	50	28	c	شادی موج در چشمهایش می زد	1
A M J	50	29	c	پلیس راهم را سد با ماشین کرد	2
A M J	50	30	c	مجری تپق در برنامه زد	6
A M J	50	31	c	مرتضی ماشینش را پارک جلوی در کرد	2
A M J	50	32	c	غذای دیروز مزه به من داد	1
A M J	50	33	c	خاطره ای نقش در ذهنم بست	3
A M J	50	34	c	من چمدان را وزن با ترازو کردم	1
A M J	50	35	c	کبوتر تخم در لانه گذاشت	4
A M J	50	36	c	پونه سرما زیر باران خورد	1
A M J	50	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
A M J	50	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
A M J	50	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
A M J	50	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
A M J	50	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	7
A M J	50	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
A M J	50	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
A M J	50	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
A M J	50	9	filler	من دیروز با شریکم قرار گذاشتم	7
A M J	50	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
A M J	50	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
A M J	50	12	filler	نظم این خانه قابل احترام است	7
A M J	50	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
A M J	50	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
A M J	50	15	filler	سیامک روزبه را بخشید	7
A M J	50	16	filler	پدرِ کیوان ورشکست شد	7
A M J	50	17	filler	معلم حسابی تشویقم کرد	7
A M J	50	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
A M J	50	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
A M J	50	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
A M J	50	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	7
A M J	50	22	filler	من دیشب به خانه دوستانم را دعوت کردم	3
A M J	50	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
A M J	50	24	filler	نوید تصمیم گرفت برود به سربازی	7
A M J	50	25	filler	خواب عمیقی دیشب کردم	1
A M J	50	26	filler	من دیروز نخریدم هیچ لباسی	4
A M J	50	27	filler	دیروز نتوانست داوود سر کار برود	7
A M J	50	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	3
A M J	50	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	5
A M J	50	30	filler	به رستورانِ همیشگی رفتم من	7
A M J	50	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	7
A M J	50	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	7
A M J	50	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	7
A M J	50	34	filler	پشتکار خوبی مهرداد دارد	5
A M J	50	35	filler	من تماس با دوستم در لندن گرفتم	5
A M J	50	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	1
A M J	50	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	1
A M J	50	38	filler	دیروز غذا مادرم نپخته بود	2
A M J	50	39	filler	تمامِ روز را میلاد رانندگی کرد	7
A M J	50	40	filler	من زود دیروز به خانه برگشتم	1
A M J	50	41	filler	بیژن رادیو اهلِ نیست	1
A M J	50	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
A M J	50	43	filler	فرید از کار پشیمان خود نبود	1
A M J	50	44	filler	با دیروز دوستانم به رستوران رفتم	1
A M J	50	45	filler	محمود خرید مسئول خواروبار بود	1
A M J	50	46	filler	شیما گم زمان را کرده بود	1
A M J	50	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
A M J	50	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
A M J	50	49	filler	دیشب زیاد اشتها آزاده نداشت	1
A M J	50	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
A M J	50	51	filler	چشم‏های قرمز فریبا شده بود	1
A M J	50	52	filler	متوجه هانیه اشتباهش شد	1
A M J	50	53	filler	ابراهیم همان را ادامه کار قدیمی داد	1
A M J	50	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
A M J	50	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
A M J	50	56	filler	برای من اصلا برادرم اهمیت ندارم	1
A M J	50	57	filler	من مشکل آدم ‏پسندی هستم	1
A M J	50	58	filler	پدر کیوان محکمی مرد ‏است	1
A M J	50	59	filler	برگشتنم عجیب برای همه بود	2
A M J	50	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
M A 	51	1	a	رئیسم مرا اخراج از کار کرد	1
M A 	51	2	a	همکارم نامه ای ارسال به من کرد	1
M A 	51	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	1
M A 	51	4	a	دوستم در مورد این خبر اطلاع به من داد	1
M A 	51	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	1
M A 	51	6	a	دانشمندان موادی استخراج از نفت کردند	1
M A 	51	7	a	رستوران جدیدی افتتاح در محل شد	1
M A 	51	8	a	دخترم کار خود را آغاز در شرکت کرد	1
M A 	51	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	1
M A 	51	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	1
M A 	51	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	1
M A 	51	12	a	همسرم دائم نظرش را تحمیل به من می کرد	1
M A 	51	13	a	مشاور آینده روشنی را ترسیم برای من کرد	1
M A 	51	14	a	شریکم سود شرکت را تقسیم با من کرد	1
M A 	51	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	1
M A 	51	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	1
M A 	51	17	a	او در مراسم ظاهر با اعتماد به نفس شد	1
M A 	51	18	a	مجلس قانونی تصویب برای خانواده کرد	1
M A 	51	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	1
M A 	51	20	a	آوا فرزندش را ترجیح به مادرش داد	1
M A 	51	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	1
M A 	51	22	a	هنگامه پولی واریز برای من کرد	1
M A 	51	23	a	من دیروز عیادت از خاله ام کردم	1
M A 	51	24	a	پسرخاله ام اعزام به سربازی شد	1
M A 	51	25	a	مادر سمیه حسابی تدارک برای مراسم دید	1
M A 	51	26	a	مداح آیه ای قرائت از قرآن کرد	1
M A 	51	27	a	پدر کودکش را حفاظت از خطر کرد	1
M A 	51	28	a	معلم نکات آموزنده ای تدریس به من کرد	1
M A 	51	29	a	سعید تصمیم گرفت اقامت در ایران کند	1
M A 	51	30	a	پلیس ناآرامی ها را سرکوب به راحتی کرد	3
M A 	51	31	a	سیما نگهداری از مادرش می کرد	1
M A 	51	32	a	پدربزرگم بعد از سالها همچنان عداوت با برادرش می کرد	7
M A 	51	33	a	دانش آموزان آن را در آزمایشگاه تجزیه به موادش کردند	1
M A 	51	34	a	شاهین به کمک پدرش تحصیل در آمریکا کرد	3
M A 	51	35	a	مدیر جدید قوانینی اعمال در سازمان کرد	1
M A 	51	36	a	دشمن شهر را نابود با بی رحمی کرد	1
M A 	51	1	b	مریم آرزویی برای من کرد	7
M A 	51	2	b	علی آهنگی برای من زد	1
M A 	51	3	b	مادرم دعایی برای من کرد	7
M A 	51	4	b	حمید تقاضایی از مینا کرد	6
M A 	51	5	b	حسن شکایتی از همسایه اش کرد	4
M A 	51	6	b	خبرنگار برداشتی از حرفهای من کرد	6
M A 	51	7	b	سپیده تحلیلی از مقاله کرد	1
M A 	51	8	b	سارا انتظاری از من داشت	4
M A 	51	9	b	همکارم سهمی از شرکت برد	4
M A 	51	10	b	من خواهشی از مهسا کردم	7
M A 	51	11	b	الهام عطری به لباسش زد	6
M A 	51	12	b	محسن اتهامی به من زد	7
M A 	51	13	b	رضا لبخندی به من زد	7
M A 	51	14	b	مژگان تهمتی به من زد	7
M A 	51	15	b	همسرم ضربه ای به من زد	7
M A 	51	16	b	فرزاد حرفی به من زد	1
M A 	51	17	b	معلم توصیه ای به من کرد	1
M A 	51	18	b	کوروش نصیحتی به من کرد	7
M A 	51	19	b	شبنم پیشنهادی به من داد	1
M A 	51	20	b	بهنام راهنمایی به من کرد	1
M A 	51	21	b	همسایه ام تذکری به من داد	7
M A 	51	22	b	نیما سفارشی به من کرد	7
M A 	51	23	b	آدم رباها هشداری به من دادند	2
M A 	51	24	b	فرهاد قولی به من داد	7
M A 	51	25	b	میترا دروغی به من گفت	7
M A 	51	26	b	نیلوفر پیشرفتی در مدرسه کرد	1
M A 	51	27	b	مجید لطفی به من کرد	1
M A 	51	28	b	استاد صحبتی با شاگردش کرد	7
M A 	51	29	b	سینا قراری با ندا گذاشت	7
M A 	51	30	b	من حدسی در مورد ستاره زدم	5
M A 	51	31	b	پژمان قضاوتی در مورد من کرد	6
M A 	51	32	b	کاوه حسی در مورد پریسا کرد	1
M A 	51	33	b	حامد استدلالی در مورد مسئله کرد	7
M A 	51	34	b	حسین اشتباهی در مورد همسرش کرد	6
M A 	51	35	b	نازنین تصمیمی در مورد خودش گرفت	7
M A 	51	36	b	مهدی اعتراضی در دادگاه کرد	7
M A 	51	1	c	گلناز اتو به لباسش زد	2
M A 	51	2	c	شهره اتومبیل با دوستش راند	1
M A 	51	3	c	علیرضا اشک برای مادرش می ریخت	1
M A 	51	4	c	رئیس امضا برای من کرد	1
M A 	51	5	c	نرگس آب از خجالت شد	1
M A 	51	6	c	لاستیک باد از حرارت کرد	1
M A 	51	7	c	کارگر صیقل به شیشه داد	1
M A 	51	8	c	"8.	بازیگر گل در سینما کرد"	6
M A 	51	9	c	راحله گوش به حرفم داد	1
M A 	51	10	c	گوشهایم یخ در سرما بست	1
M A 	51	11	c	نوشین زمین با زانو خورد	1
M A 	51	12	c	همسایه ام در با عجله زد	1
M A 	51	13	c	لباس ها برق از تمیزی می زد	1
M A 	51	14	c	مغازه دار تلمبه به دوچرخه زد	1
M A 	51	15	c	اتفاقی رخ برای من داد	1
M A 	51	16	c	فرشید شاخ از تعجب درآورد	1
M A 	51	17	c	درخت سیب شکوفه در باغ داد	1
M A 	51	18	c	دهانم قفل از ترس شد	1
M A 	51	19	c	ماهرخ مسکن در پاریس گزید	1
M A 	51	20	c	مار نیش به من زد	1
M A 	51	21	c	من خار در جمع شدم	1
M A 	51	22	c	خواهرم عکس را قاب با سلیقه کرد	1
M A 	51	23	c	نادر پاکت را قیچی با احتیاط کرد	1
M A 	51	24	c	سر تیر تا پایش می کشید	1
M A 	51	25	c	نجار قفسه را تراش با دقت داد	1
M A 	51	26	c	رویا آتش از عصبانیت گرفت	1
M A 	51	27	c	امیرعلی درآمدش را دود با هروئین کرد	1
M A 	51	28	c	شادی موج در چشمهایش می زد	1
M A 	51	29	c	پلیس راهم را سد با ماشین کرد	1
M A 	51	30	c	مجری تپق در برنامه زد	1
M A 	51	31	c	مرتضی ماشینش را پارک جلوی در کرد	1
M A 	51	32	c	غذای دیروز مزه به من داد	4
M A 	51	33	c	خاطره ای نقش در ذهنم بست	1
M A 	51	34	c	من چمدان را وزن با ترازو کردم	1
M A 	51	35	c	کبوتر تخم در لانه گذاشت	6
M A 	51	36	c	پونه سرما زیر باران خورد	1
M A 	51	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
M A 	51	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
M A 	51	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	5
M A 	51	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	1
M A 	51	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	1
M A 	51	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	1
M A 	51	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
M A 	51	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
M A 	51	9	filler	من دیروز با شریکم قرار گذاشتم	7
M A 	51	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
M A 	51	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	1
M A 	51	12	filler	نظم این خانه قابل احترام است	1
M A 	51	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
M A 	51	14	filler	من همیشه از هواپیما می ‏ترسیدم	1
M A 	51	15	filler	سیامک روزبه را بخشید	1
M A 	51	16	filler	پدرِ کیوان ورشکست شد	1
M A 	51	17	filler	معلم حسابی تشویقم کرد	7
M A 	51	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
M A 	51	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	1
M A 	51	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
M A 	51	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	2
M A 	51	22	filler	من دیشب به خانه دوستانم را دعوت کردم	1
M A 	51	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	1
M A 	51	24	filler	نوید تصمیم گرفت برود به سربازی	6
M A 	51	25	filler	خواب عمیقی دیشب کردم	2
M A 	51	26	filler	من دیروز نخریدم هیچ لباسی	1
M A 	51	27	filler	دیروز نتوانست داوود سر کار برود	1
M A 	51	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	5
M A 	51	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	2
M A 	51	30	filler	به رستورانِ همیشگی رفتم من	1
M A 	51	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	1
M A 	51	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	1
M A 	51	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	7
M A 	51	34	filler	پشتکار خوبی مهرداد دارد	5
M A 	51	35	filler	من تماس با دوستم در لندن گرفتم	3
M A 	51	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	1
M A 	51	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	4
M A 	51	38	filler	دیروز غذا مادرم نپخته بود	1
M A 	51	39	filler	تمامِ روز را میلاد رانندگی کرد	7
M A 	51	40	filler	من زود دیروز به خانه برگشتم	1
M A 	51	41	filler	بیژن رادیو اهلِ نیست	1
M A 	51	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	2
M A 	51	43	filler	فرید از کار پشیمان خود نبود	1
M A 	51	44	filler	با دیروز دوستانم به رستوران رفتم	1
M A 	51	45	filler	محمود خرید مسئول خواروبار بود	1
M A 	51	46	filler	شیما گم زمان را کرده بود	1
M A 	51	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
M A 	51	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
M A 	51	49	filler	دیشب زیاد اشتها آزاده نداشت	1
M A 	51	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
M A 	51	51	filler	چشم‏های قرمز فریبا شده بود	1
M A 	51	52	filler	متوجه هانیه اشتباهش شد	1
M A 	51	53	filler	ابراهیم همان را ادامه کار قدیمی داد	1
M A 	51	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
M A 	51	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
M A 	51	56	filler	برای من اصلا برادرم اهمیت ندارم	1
M A 	51	57	filler	من مشکل آدم ‏پسندی هستم	3
M A 	51	58	filler	پدر کیوان محکمی مرد ‏است	1
M A 	51	59	filler	برگشتنم عجیب برای همه بود	1
M A 	51	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
M L	52	1	a	رئیسم مرا اخراج از کار کرد	4
M L	52	2	a	همکارم نامه ای ارسال به من کرد	4
M L	52	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	3
M L	52	4	a	دوستم در مورد این خبر اطلاع به من داد	7
M L	52	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	3
M L	52	6	a	دانشمندان موادی استخراج از نفت کردند	4
M L	52	7	a	رستوران جدیدی افتتاح در محل شد	3
M L	52	8	a	دخترم کار خود را آغاز در شرکت کرد	2
M L	52	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	4
M L	52	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	4
